Band,MJD,Flux,Error,Telescope
HX,58703.70497,0.979301,0.069824,XRT
SX,58703.70497,0.543273,0.052031,XRT
M2,58703.70579,4.512657,0.09970552,UVOT
W1,58703.70677,3.6824188,0.0700953,UVOT
B,58703.70886,1.524363,0.02528378,UVOT
W2,58704.49723,5.0921134,0.06495677,UVOT
V,58704.50018,1.2085223,0.02045992,UVOT
HX,58704.5007,0.873966,0.054576,XRT
SX,58704.5007,0.413181,0.037678,XRT
M2,58704.50197,4.3051368,0.08838531,UVOT
W1,58704.50317,3.7783907,0.0658436,UVOT
U,58704.50438,2.5208868,0.042637897,UVOT
B,58704.5055,1.5393016,0.027488723,UVOT
W2,58705.62578,5.2615684,0.065723494,UVOT
V,58705.62894,1.2061093,0.019970931,UVOT
HX,58705.62984,1.099971,0.056476,XRT
SX,58705.62984,0.499408,0.03819,XRT
M2,58705.63085,4.459928,0.088394304,UVOT
W1,58705.63214,3.7298754,0.063557493,UVOT
U,58705.63342,2.6773637,0.04428195,UVOT
B,58705.63497,1.5251943,0.022360587,UVOT
V,58706.55775,1.1714701,0.019931238,UVOT
HX,58706.55863,1.052548,0.057844,XRT
SX,58706.55863,0.524758,0.040867,XRT
B,58706.56347,1.4601788,0.021736792,UVOT
W2,58707.48461,5.0609575,0.06670968,UVOT
V,58707.48721,1.2028288,0.021148825,UVOT
HX,58707.4879,0.940201,0.046924,XRT
SX,58707.4879,0.486835,0.033732,XRT
M2,58707.48879,4.4366627,0.09481014,UVOT
W1,58707.48986,3.7645773,0.06874969,UVOT
U,58707.49092,2.5777908,0.04530913,UVOT
B,58707.49214,1.507414,0.02428951,UVOT
W2,58708.55787,4.8998898,0.06267416,UVOT
V,58708.56086,1.1822166,0.020033508,UVOT
HX,58708.56156,0.844312,0.046804,XRT
SX,58708.56156,0.341947,0.029806,XRT
M2,58708.56267,4.207214,0.086308983,UVOT
W1,58708.56391,3.5639087,0.06243,UVOT
U,58708.56513,2.5261795,0.042473247,UVOT
B,58708.56644,1.4919308,0.024030457,UVOT
W2,58709.35433,4.8243863,0.06268752,UVOT
V,58709.35716,1.1516947,0.020011965,UVOT
HX,58709.35741,0.884211,0.057985,XRT
SX,58709.35741,0.416049,0.039972,XRT
M2,58709.35887,4.175566,0.087667375,UVOT
W1,58709.36003,3.560476,0.06382054,UVOT
U,58709.36119,2.5337015,0.04340465,UVOT
B,58709.36202,1.5218677,0.037199826,UVOT
W2,58710.5514,4.7622655,0.06415078,UVOT
HX,58710.55363,0.577701,0.045972,XRT
SX,58710.55363,0.326431,0.034571,XRT
V,58710.55388,1.168401,0.020985675,UVOT
M2,58710.55539,4.1159337,0.09157086,UVOT
W1,58710.55641,3.5405073,0.066696814,UVOT
U,58710.55716,2.5328206,0.06041708,UVOT
W2,58710.61447,4.7278157,0.06290192,UVOT
V,58710.6171,1.15831535,0.02054272,UVOT
HX,58710.61776,0.760509,0.067516,XRT
SX,58710.61776,0.469098,0.053033,XRT
W1,58710.61977,3.5084145,0.06486279,UVOT
U,58710.62085,2.4924085,0.043738576,UVOT
B,58710.62204,1.4767091,0.024371925,UVOT
HX,58712.53396,0.876677,0.059535,XRT
SX,58712.53396,0.387198,0.039661,XRT
W2,58713.00498,4.471055,0.06968191,UVOT
V,58713.00659,1.1757987,0.024634063,UVOT
HX,58713.00706,0.750109,0.053167,XRT
SX,58713.00706,0.422782,0.039974,XRT
M2,58713.00757,4.1474135,0.11085723,UVOT
W1,58713.00825,3.4942386,0.078879567,UVOT
B,58713.00972,1.4405337,0.027184964,UVOT
W2,58715.92192,4.5155523,0.05795145,UVOT
V,58715.92503,1.1400338,0.019239025,UVOT
HX,58715.92584,1.024081,0.045358,XRT
SX,58715.92584,0.522666,0.032464,XRT
M2,58715.92691,3.909193,0.081657534,UVOT
W1,58715.92812,3.3629488,0.05931512,UVOT
B,58715.93086,1.4465425,0.021831673,UVOT
W2,58716.18492,4.5072453,0.05980993,UVOT
V,58716.18765,1.1552846,0.020214533,UVOT
HX,58716.18836,0.985209,0.058166,XRT
SX,58716.18836,0.515885,0.042192,XRT
M2,58716.1893,4.018297,0.08666639,UVOT
W1,58716.19043,3.3820857,0.061966516,UVOT
U,58716.19155,2.4586676,0.04255709,UVOT
B,58716.19282,1.4244882,0.022978934,UVOT
HX,58718.39081,0.935933,0.097048,XRT
SX,58718.39081,0.355795,0.060236,XRT
V,58719.58057,1.1229342,0.018985926,UVOT
HX,58719.58138,0.802771,0.0418,XRT
SX,58719.58138,0.367571,0.028326,XRT
B,58719.58648,1.3875611,0.021617956,UVOT
W2,58720.11596,4.5478293,0.0924088,UVOT
HX,58724.8303,1.305275,0.161175,XRT
SX,58724.8303,0.631918,0.114389,XRT
W2,58724.83035,4.8054283,0.075702887,UVOT
V,58725.96182,1.1538528,0.019798826,UVOT
HX,58725.96243,1.015807,0.075782,XRT
SX,58725.96243,0.537436,0.055058,XRT
B,58725.96722,1.4910843,0.025228466,UVOT
V,58727.62086,1.1882047,0.020256172,UVOT
HX,58727.62147,1.146684,0.064409,XRT
SX,58727.62147,0.524185,0.043493,XRT
U,58727.62505,2.5988624,0.043922584,UVOT
B,58727.62625,1.5125923,0.0255841,UVOT
W2,58728.61346,4.9984448,0.06357628,UVOT
V,58728.61649,1.1972857,0.02016482,UVOT
HX,58728.61714,1.231587,0.063286,XRT
SX,58728.61714,0.482772,0.039677,XRT
B,58728.62206,1.5140883,0.025030493,UVOT
W2,58729.94122,5.299329,0.06811988,UVOT
V,58729.94401,1.2048707,0.02071463,UVOT
HX,58729.94461,1.318693,0.080947,XRT
SX,58729.94461,0.60259,0.05485,XRT
M2,58729.94571,4.4652206,0.0924451,UVOT
W1,58729.94686,3.6880218,0.065813317,UVOT
U,58729.948,2.6244128,0.045023375,UVOT
B,58729.94917,1.4778606,0.025149893,UVOT
W2,58730.67138,5.2392423,0.06806351,UVOT
V,58730.67407,1.1862979,0.020787112,UVOT
HX,58730.67465,1.322866,0.076424,XRT
SX,58730.67465,0.559416,0.04975,XRT
M2,58730.6757,4.446097,0.09363713,UVOT
W1,58730.6768,3.748766,0.067779836,UVOT
U,58730.6779,2.6723197,0.04645446,UVOT
B,58730.67904,1.4737884,0.02517618,UVOT
W2,58731.14247,5.3231806,0.06815132,UVOT
V,58731.1453,1.1926527,0.02049719,UVOT
HX,58731.14592,1.255928,0.08993,XRT
SX,58731.14592,0.705316,0.067511,XRT
M2,58731.14702,4.5256076,0.09295673,UVOT
W1,58731.14818,3.689863,0.06560344,UVOT
U,58731.14934,2.6048006,0.044595184,UVOT
B,58731.15054,1.527091,0.025573934,UVOT
W2,58732.92823,5.0692723,0.06352754,UVOT
V,58732.93141,1.16634124,0.019460427,UVOT
HX,58732.9321,1.309062,0.075144,XRT
SX,58732.9321,0.511022,0.047041,XRT
M2,58732.93333,4.402497,0.087178494,UVOT
W1,58732.93464,3.693443,0.06291568,UVOT
U,58732.93594,2.6362147,0.04351273,UVOT
B,58732.93727,1.5089807,0.024301703,UVOT
W2,58733.7913,5.102396,0.06683995,UVOT
V,58733.79393,1.1475243,0.020329263,UVOT
HX,58733.79435,1.001273,0.055689,XRT
SX,58733.79435,0.533747,0.040668,XRT
M2,58733.79552,4.347539,0.09279013,UVOT
W1,58733.7966,3.6723432,0.067137716,UVOT
U,58733.79768,2.5936882,0.04542322,UVOT
B,58733.79864,1.4927426,0.02879227,UVOT
W2,58734.65378,4.967994,0.06597868,UVOT
V,58734.65631,1.2038702,0.021318472,UVOT
HX,58734.65688,0.918137,0.060229,XRT
SX,58734.65688,0.387763,0.039204,XRT
M2,58734.65784,4.4951903,0.09624727,UVOT
W1,58734.65889,3.6593927,0.06777878,UVOT
U,58734.65993,2.6812054,0.04743044,UVOT
B,58734.66101,1.5343434,0.026481003,UVOT
V,58735.65105,1.1948222,0.020544359,UVOT
HX,58735.65193,1.042111,0.061601,XRT
SX,58735.65193,0.483654,0.042131,XRT
B,58735.65654,1.5019424,0.02242377,UVOT
W2,58737.90535,5.176431,0.068371975,UVOT
V,58737.9079,1.2044649,0.021351388,UVOT
HX,58737.90869,1.187585,0.068949,XRT
SX,58737.90869,0.629732,0.050582,XRT
M2,58737.90945,4.619451,0.09842462,UVOT
W1,58737.91049,3.7782677,0.06964836,UVOT
B,58737.91285,1.529821,0.023345443,UVOT
W2,58738.83481,5.292803,0.068970537,UVOT
V,58738.83745,1.1892977,0.020963864,UVOT
HX,58738.83799,1.106516,0.064845,XRT
SX,58738.83799,0.601581,0.047775,XRT
M2,58738.83904,4.6262246,0.09695548,UVOT
W1,58738.84013,3.761015,0.068508136,UVOT
U,58738.8412,2.748304,0.048091354,UVOT
B,58738.84228,1.5430772,0.02699961,UVOT
W2,58739.71243,5.3091625,0.081001877,UVOT
V,58739.71397,1.1731093,0.02510271,UVOT
HX,58739.71427,1.080282,0.074614,XRT
SX,58739.71427,0.606734,0.055447,XRT
M2,58739.7149,4.8032077,0.12499032,UVOT
W1,58739.71554,3.754318,0.08538019,UVOT
U,58739.71618,2.7160284,0.05778896,UVOT
B,58739.71681,1.5357458,0.033759202,UVOT
W2,58739.77897,5.250069,0.08427003,UVOT
V,58739.78031,1.1889562,0.02676949,UVOT
HX,58739.7806,1.135215,0.092587,XRT
SX,58739.7806,0.499475,0.061636,XRT
M2,58739.78112,4.7150645,0.13168336,UVOT
W1,58739.78168,3.9264355,0.09406555,UVOT
U,58739.78224,2.6953015,0.06064454,UVOT
B,58739.78281,1.499294,0.034236564,UVOT
V,58740.62925,1.190953,0.020686086,UVOT
HX,58740.62997,1.043742,0.05856,XRT
SX,58740.62997,0.461788,0.039023,XRT
B,58740.63445,1.5241941,0.023969264,UVOT
V,58741.03585,1.1974426,0.02103914,UVOT
HX,58741.03589,1.103758,0.064972,XRT
SX,58741.03589,0.521315,0.04472,XRT
B,58741.04045,1.554021,0.035444147,UVOT
W2,58742.75013,5.691917,0.07267534,UVOT
V,58742.75287,1.2331798,0.021217708,UVOT
HX,58742.75359,1.078611,0.058464,XRT
SX,58742.75359,0.479519,0.038943,XRT
M2,58742.75454,4.7614405,0.09762759,UVOT
W1,58742.75566,3.9355566,0.069810867,UVOT
B,58742.75807,1.639515,0.025632167,UVOT
HX,58743.94912,1.170635,0.068234,XRT
SX,58743.94912,0.573612,0.047878,XRT
V,58744.49316,1.2119515,0.025991783,UVOT
HX,58744.49351,1.214501,0.083001,XRT
SX,58744.49351,0.471336,0.051682,XRT
B,58744.49595,1.6005253,0.033510524,UVOT
W2,58744.94604,5.732265,0.07712989,UVOT
V,58744.94828,1.2126711,0.022396573,UVOT
HX,58744.94892,1.02139,0.067097,XRT
SX,58744.94892,0.556839,0.049591,XRT
M2,58744.94965,4.7971477,0.10619067,UVOT
W1,58744.95059,4.0122128,0.07649413,UVOT
U,58744.95151,2.7454467,0.050569355,UVOT
B,58744.95261,1.5746424,0.025964543,UVOT
W2,58745.60359,5.5200646,0.070809794,UVOT
V,58745.60634,1.2069711,0.020899038,UVOT
HX,58745.60706,0.965127,0.087444,XRT
SX,58745.60706,0.488519,0.062369,XRT
M2,58745.608,4.7423437,0.09735076,UVOT
W1,58745.60913,3.9410976,0.069918324,UVOT
U,58745.61025,2.7724925,0.047830987,UVOT
B,58745.61154,1.6002743,0.025069724,UVOT
W2,58746.53278,5.88495,0.07485775,UVOT
V,58746.53552,1.2348782,0.021259492,UVOT
HX,58746.53624,1.041445,0.061104,XRT
SX,58746.53624,0.496738,0.042264,XRT
M2,58746.53718,4.9120362,0.09976879,UVOT
W1,58746.53831,3.9462455,0.070001243,UVOT
U,58746.53943,2.8219321,0.04867392,UVOT
B,58746.54071,1.5656611,0.024670451,UVOT
W2,58747.87589,5.6585328,0.06918279,UVOT
V,58747.87922,1.2128206,0.019787624,UVOT
HX,58747.87984,0.861225,0.043031,XRT
SX,58747.87984,0.408467,0.02961,XRT
M2,58747.88123,4.7322436,0.09032167,UVOT
W1,58747.88259,3.9150944,0.064882136,UVOT
U,58747.88395,2.7442277,0.044709877,UVOT
B,58747.88525,1.5750007,0.02621367,UVOT
W2,58748.85842,5.410443,0.06803327,UVOT
V,58748.86144,1.1970471,0.020162,UVOT
HX,58748.86154,0.874627,0.059195,XRT
SX,58748.86154,0.382768,0.039347,XRT
M2,58748.86327,4.3476256,0.088055195,UVOT
W1,58748.86451,3.8865182,0.06662246,UVOT
U,58748.86575,2.6838513,0.04490257,UVOT
B,58748.86675,1.5308337,0.031123919,UVOT
W2,58749.00392,5.6015986,0.069112155,UVOT
V,58749.00713,1.2182452,0.020058393,UVOT
HX,58749.00766,0.820325,0.06639,XRT
SX,58749.00766,0.389651,0.045783,XRT
M2,58749.00908,4.7466662,0.09178294,UVOT
W1,58749.01039,3.9765324,0.06654519,UVOT
U,58749.0117,2.6317986,0.043329195,UVOT
B,58749.01301,1.576281,0.025776973,UVOT
HX,58750.3962,0.852737,0.042305,XRT
SX,58750.3962,0.446428,0.030626,XRT
V,58751.85292,1.1906941,0.020009441,UVOT
HX,58751.85365,0.845588,0.046817,XRT
SX,58751.85365,0.506031,0.036207,XRT
B,58751.8587,1.5486195,0.023705093,UVOT
W2,58752.63958,5.600992,0.070116376,UVOT
V,58752.6426,1.2228884,0.020479226,UVOT
HX,58752.64338,0.90141,0.050466,XRT
SX,58752.64338,0.450311,0.035597,XRT
M2,58752.64442,4.825083,0.09513855,UVOT
W1,58752.64566,3.957176,0.068457383,UVOT
U,58752.64682,2.6962722,0.045642005,UVOT
W2,58753.57911,5.6044145,0.06885184,UVOT
V,58753.58239,1.2110542,0.019868845,UVOT
HX,58753.58321,0.980277,0.04817,XRT
SX,58753.58321,0.42373,0.031736,XRT
M2,58753.58437,4.755007,0.09121943,UVOT
W1,58753.5857,4.033109,0.06690334,UVOT
U,58753.58703,2.7655238,0.04524103,UVOT
B,58753.58853,1.5903743,0.02392201,UVOT
V,58754.7689,1.1958124,0.019810065,UVOT
HX,58754.76945,0.898838,0.059877,XRT
SX,58754.76945,0.373342,0.038724,XRT
B,58754.77479,1.5370704,0.024859678,UVOT
W2,58755.63702,5.840012,0.07310873,UVOT
V,58755.63997,1.2233311,0.020636621,UVOT
HX,58755.64074,0.977679,0.052552,XRT
SX,58755.64074,0.450548,0.035732,XRT
M2,58755.64176,5.0875272,0.09966713,UVOT
W1,58755.64296,3.978685,0.068600304,UVOT
B,58755.64553,1.5996448,0.02464255,UVOT
W2,58756.56352,6.015681,0.073944933,UVOT
V,58756.56666,1.2590612,0.020721645,UVOT
HX,58756.56747,0.883761,0.044565,XRT
SX,58756.56747,0.417217,0.030687,XRT
M2,58756.56856,5.114881,0.09760582,UVOT
W1,58756.56985,4.099883,0.06863334,UVOT
B,58756.57258,1.6255321,0.02460786,UVOT
W2,58758.69302,5.7591674,0.070765606,UVOT
V,58758.69623,1.2501252,0.02045832,UVOT
HX,58758.69711,0.956162,0.059557,XRT
SX,58758.69711,0.435073,0.040309,XRT
M2,58758.69818,4.6760393,0.09068728,UVOT
U,58758.70081,2.7735238,0.04560858,UVOT
B,58758.70235,1.5637216,0.023029463,UVOT
HX,58759.49342,0.890724,0.051586,XRT
SX,58759.49342,0.404441,0.034806,XRT
HX,58760.42354,0.886421,0.061042,XRT
SX,58760.42354,0.397392,0.041,XRT
V,58760.42375,1.2006098,0.019443509,UVOT
U,58760.42844,2.7412155,0.04939834,UVOT
W2,58762.87493,5.9607,0.07356211,UVOT
V,58762.87803,1.250109,0.020690674,UVOT
HX,58762.87873,1.218562,0.076722,XRT
SX,58762.87873,0.528311,0.050589,XRT
M2,58762.8799,5.112819,0.09820489,UVOT
W1,58762.88117,4.049562,0.06843518,UVOT
U,58762.88244,2.7934159,0.04644137,UVOT
B,58762.88378,1.5948716,0.025240788,UVOT
W2,58763.60389,5.866235,0.070840404,UVOT
V,58763.60734,1.2546085,0.020146413,UVOT
HX,58763.60805,1.122678,0.056011,XRT
SX,58763.60805,0.495213,0.037306,XRT
M2,58763.60943,5.031968,0.09325476,UVOT
W1,58763.61083,4.215909,0.06815354,UVOT
U,58763.61223,2.8986104,0.046695624,UVOT
B,58763.61364,1.6524656,0.02598688,UVOT
W2,58764.79474,5.849404,0.07168902,UVOT
V,58764.79795,1.224321,0.020171566,UVOT
HX,58764.79868,1.130352,0.06532,XRT
SX,58764.79868,0.526693,0.044721,XRT
M2,58764.79989,4.9975076,0.09509015,UVOT
W1,58764.8012,4.0291006,0.067292035,UVOT
U,58764.80251,2.8849773,0.04743283,UVOT
B,58764.8039,1.6138144,0.025185908,UVOT
W2,58765.8615,5.723883,0.071493355,UVOT
V,58765.8645,1.2175832,0.020494889,UVOT
HX,58765.86511,1.083255,0.060517,XRT
SX,58765.86511,0.432721,0.038364,XRT
M2,58765.86632,5.0176755,0.09776374,UVOT
W1,58765.86756,4.0412853,0.06905189,UVOT
U,58765.86878,2.7656908,0.046391947,UVOT
B,58765.87,1.6171982,0.02703303,UVOT
HX,58766.66509,1.067545,0.098013,XRT
SX,58766.66509,0.522659,0.068562,XRT
W2,58766.66512,5.834663,0.070926764,UVOT
HX,58767.58933,1.219232,0.065929,XRT
SX,58767.58933,0.555069,0.044436,XRT
U,58767.59384,2.693119,0.042814792,UVOT
B,58767.59509,1.5611119,0.02796349,UVOT
V,58768.65022,1.2067483,0.018950434,UVOT
HX,58768.65104,1.180337,0.071527,XRT
SX,58768.65104,0.552998,0.048984,XRT
B,58768.65728,1.5409444,0.023291466,UVOT
W2,58769.37255,5.4055098,0.067349707,UVOT
V,58769.37568,1.2192067,0.020231825,UVOT
HX,58769.37649,0.956629,0.059761,XRT
SX,58769.37649,0.579528,0.046512,XRT
M2,58769.37758,4.544722,0.08944442,UVOT
W1,58769.37887,3.8296663,0.06499672,UVOT
U,58769.38016,2.7010763,0.044677483,UVOT
B,58769.3816,1.5969168,0.024219224,UVOT
W2,58770.30397,5.4625954,0.069516116,UVOT
V,58770.30683,1.2154324,0.020758571,UVOT
HX,58770.30757,0.803099,0.041172,XRT
SX,58770.30757,0.421211,0.029847,XRT
M2,58770.30856,4.6901224,0.09499424,UVOT
W1,58770.30973,3.9421523,0.068890836,UVOT
B,58770.31222,1.5877221,0.024778133,UVOT
W2,58771.23859,5.3101624,0.072699387,UVOT
V,58771.24078,1.1877221,0.022190502,UVOT
HX,58771.24139,0.940865,0.062879,XRT
SX,58771.24139,0.47314,0.044701,XRT
M2,58771.24211,4.732997,0.10618913,UVOT
W1,58771.24302,3.7958477,0.07398675,UVOT
U,58771.24392,2.7415741,0.05094991,UVOT
B,58771.24498,1.57301,0.026201297,UVOT
W2,58771.77049,5.447427,0.10389351,UVOT
V,58771.77132,1.2161677,0.033182796,UVOT
HX,58771.77166,1.037799,0.085843,XRT
SX,58771.77166,0.44305,0.056115,XRT
M2,58771.77183,4.9316935,0.1695468,UVOT
W1,58771.77219,3.8587314,0.11511393,UVOT
U,58771.77255,2.7405526,0.07524181,UVOT
B,58771.77306,1.5509985,0.033092235,UVOT
W2,58772.03564,5.4423317,0.068448987,UVOT
V,58772.03862,1.2259936,0.02054521,UVOT
HX,58772.03898,0.96754,0.063263,XRT
SX,58772.03898,0.498067,0.045714,XRT
M2,58772.04043,4.7103787,0.09365005,UVOT
W1,58772.04165,3.8946585,0.067154667,UVOT
U,58772.04286,2.7585683,0.046399544,UVOT
B,58772.04384,1.5211016,0.031122148,UVOT
HX,58775.96793,1.076476,0.140914,XRT
SX,58775.96793,0.748228,0.117222,XRT
W2,58775.96798,5.4364726,0.0755286,UVOT
W2,58776.95658,5.4574587,0.06984445,UVOT
V,58776.95936,1.24689094,0.021290889,UVOT
HX,58776.95993,1.098011,0.068913,XRT
SX,58776.95993,0.592381,0.050631,XRT
M2,58776.96105,4.866661,0.09858424,UVOT
W1,58776.96219,3.9190226,0.06932357,UVOT
U,58776.96332,2.7217312,0.04680825,UVOT
B,58776.96447,1.5536848,0.026524572,UVOT
W2,58777.42002,5.522116,0.068260474,UVOT
V,58777.42322,1.2555345,0.0205481,UVOT
HX,58777.42382,1.092111,0.058212,XRT
SX,58777.42382,0.458323,0.03773,XRT
M2,58777.42515,4.780871,0.09210464,UVOT
W1,58777.42646,3.7945355,0.06404669,UVOT
U,58777.42777,2.70704,0.044525266,UVOT
B,58777.42903,1.565145,0.026346984,UVOT
W2,58778.9458,5.347769,0.067816316,UVOT
V,58778.94872,1.2228579,0.020657246,UVOT
HX,58778.94929,1.051622,0.059043,XRT
SX,58778.94929,0.543785,0.042476,XRT
M2,58778.95051,4.7092935,0.09444317,UVOT
W1,58778.9517,3.9391328,0.06831159,UVOT
U,58778.9529,2.735116,0.046292315,UVOT
B,58778.95406,1.5627746,0.026811857,UVOT
V,58779.34979,1.2091776,0.018947864,UVOT
HX,58779.35051,1.010516,0.057737,XRT
SX,58779.35051,0.48417,0.040078,XRT
U,58779.35521,2.7822595,0.043536122,UVOT
B,58779.3567,1.5273181,0.024319232,UVOT
W2,58780.93832,5.514416,0.06982017,UVOT
V,58780.94121,1.2002388,0.020473328,UVOT
HX,58780.94174,0.996837,0.058421,XRT
SX,58780.94174,0.470244,0.040158,XRT
M2,58780.94295,4.732945,0.09519084,UVOT
W1,58780.94414,3.9632404,0.0689124,UVOT
U,58780.94532,2.742379,0.04655911,UVOT
B,58780.94646,1.5176405,0.026880514,UVOT
W2,58781.67378,5.6221507,0.06897763,UVOT
HX,58781.6743,1.155218,0.115328,XRT
SX,58781.6743,0.693888,0.089412,XRT
V,58781.6763,1.2117851,0.026880779,UVOT
W2,58782.59755,5.518916,0.069982264,UVOT
V,58782.60042,1.2082089,0.020591644,UVOT
HX,58782.60088,1.06641,0.062746,XRT
SX,58782.60088,0.491748,0.042651,XRT
M2,58782.60216,4.6374058,0.09408603,UVOT
W1,58782.60333,3.7244218,0.0658132,UVOT
U,58782.6045,2.7579701,0.04696482,UVOT
B,58782.60555,1.5388303,0.02861357,UVOT
W2,58783.6675,5.4456948,0.06752955,UVOT
V,58783.67068,1.1904204,0.019744497,UVOT
HX,58783.67119,0.839008,0.040368,XRT
SX,58783.67119,0.381855,0.027282,XRT
M2,58783.6726,4.542367,0.08902914,UVOT
W1,58783.6739,3.806798,0.064426507,UVOT
U,58783.6752,2.7537253,0.04540754,UVOT
B,58783.67635,1.5905156,0.02858238,UVOT
V,58784.66663,1.210625,0.020147837,UVOT
HX,58784.66717,0.685554,0.049593,XRT
SX,58784.66717,0.452527,0.040227,XRT
U,58784.67098,2.8480222,0.04749371,UVOT
B,58784.67214,1.575845,0.027532806,UVOT
W2,58786.52251,5.3750922,0.066540627,UVOT
V,58786.52573,1.2082301,0.01986965,UVOT
HX,58786.52611,1.004659,0.057962,XRT
SX,58786.52611,0.48546,0.040317,XRT
M2,58786.52767,4.6473245,0.09008172,UVOT
W1,58786.52898,3.8226306,0.06433094,UVOT
U,58786.53029,2.7412565,0.045082545,UVOT
B,58786.53133,1.6041969,0.032226552,UVOT
W2,58787.77226,5.1216857,0.06598635,UVOT
V,58787.77508,1.18402805,0.02038283,UVOT
HX,58787.77557,0.972672,0.059571,XRT
SX,58787.77557,0.497376,0.042661,XRT
M2,58787.7768,4.5833793,0.09374907,UVOT
W1,58787.77797,3.746234,0.06637784,UVOT
U,58787.77912,2.6212973,0.044826064,UVOT
B,58787.78017,1.5510212,0.028793956,UVOT
W2,58788.43568,5.0897613,0.064511914,UVOT
V,58788.4387,1.1722453,0.019844477,UVOT
HX,58788.43935,0.93012,0.061327,XRT
SX,58788.43935,0.515223,0.045651,XRT
M2,58788.44053,4.6296324,0.09190494,UVOT
W1,58788.44177,3.6455058,0.063350605,UVOT
U,58788.44301,2.6718965,0.04470631,UVOT
B,58788.44427,1.5214072,0.025165997,UVOT
W2,58789.63454,5.0521138,0.063063366,UVOT
V,58789.63778,1.2160962,0.019965617,UVOT
HX,58789.63836,0.76231,0.046537,XRT
SX,58789.63836,0.428291,0.034916,XRT
M2,58789.63974,4.4085588,0.08660699,UVOT
W1,58789.64107,3.6243445,0.06154513,UVOT
U,58789.64239,2.6479104,0.043454969,UVOT
B,58789.64363,1.4894681,0.025524324,UVOT
W2,58790.55926,5.0312896,0.064157817,UVOT
V,58790.56224,1.1880939,0.020122688,UVOT
HX,58790.56295,0.923945,0.05028,XRT
SX,58790.56295,0.468965,0.035846,XRT
M2,58790.56404,4.378219,0.08905301,UVOT
W1,58790.56526,3.601432,0.06315397,UVOT
U,58790.56647,2.604563,0.043864424,UVOT
B,58790.5678,1.5220435,0.024153428,UVOT
W2,58791.89434,4.9439843,0.062922843,UVOT
HX,58791.89721,1.060913,0.066036,XRT
SX,58791.89721,0.448728,0.04297,XRT
V,58791.89736,1.17636054,0.019879415,UVOT
M2,58791.8992,4.3335015,0.08768069,UVOT
W1,58791.90044,3.6233447,0.063017287,UVOT
U,58791.90168,2.6042075,0.04360217,UVOT
W2,58792.76347,5.0001026,0.061802033,UVOT
V,58792.76688,1.2066063,0.019564537,UVOT
HX,58792.76771,0.747066,0.041299,XRT
SX,58792.76771,0.39511,0.03008,XRT
M2,58792.76895,4.2715682,0.08311733,UVOT
W1,58792.77034,3.620724,0.060371045,UVOT
U,58792.77173,2.5958038,0.041978355,UVOT
B,58792.77325,1.5448422,0.023332883,UVOT
HX,58793.4323,0.91456,0.056139,XRT
SX,58793.4323,0.509535,0.041997,XRT
W2,58794.81656,5.0239882,0.06252343,UVOT
V,58794.81983,1.1759789,0.019356809,UVOT
HX,58794.82068,1.029344,0.05561,XRT
SX,58794.82068,0.456368,0.037034,XRT
M2,58794.82182,4.3521034,0.08541684,UVOT
W1,58794.82315,3.7361017,0.06280773,UVOT
U,58794.82448,2.6399605,0.043212696,UVOT
B,58794.826,1.5136115,0.022668118,UVOT
W2,58796.66568,4.8829633,0.06299463,UVOT
V,58796.66857,1.1848222,0.020262191,UVOT
HX,58796.66932,1.05934,0.058802,XRT
SX,58796.66932,0.495267,0.040271,XRT
M2,58796.67032,4.3490317,0.08960385,UVOT
W1,58796.6715,3.637669,0.06436899,UVOT
U,58796.67269,2.7165109,0.046125026,UVOT
B,58796.67402,1.5044337,0.02358026,UVOT
W2,58797.47409,4.9960053,0.061746044,UVOT
V,58797.47745,1.18352475,0.019273652,UVOT
HX,58797.47788,0.91395,0.047861,XRT
SX,58797.47788,0.457952,0.033907,XRT
M2,58797.47948,4.420877,0.08536306,UVOT
W1,58797.48086,3.7477962,0.06231903,UVOT
U,58797.48222,2.7155192,0.044090622,UVOT
B,58797.48335,1.5026063,0.028492285,UVOT
W2,58799.66597,5.039668,0.062047985,UVOT
HX,58799.66928,0.871522,0.046945,XRT
